judul,isi,tanggal,link
KPU tetapkan 14 parpol peserta Pemilu 2019,Komisi Pemilihan Umum (KPU) RI menetapkan dari 16 partai politik yang mendaftarkan diri 14 di antaranya dinyatakan ...,17 Februari 2018,https://www.antaranews.com/berita/686422/kpu-tetapkan-14-parpol-peserta-pemilu-2019
Sejumlah petinggi partai hadiri penetapan peserta pemilu,Sejumlah petinggi partai menghadiri penetapan peserta Pemilu 2019 yang dilaksanakan oleh Komisi Pemilihan Umum (KPU) ...,17 Februari 2018,https://www.antaranews.com/berita/686411/sejumlah-petinggi-partai-hadiri-penetapan-peserta-pemilu
Tiga paslon Gubernur-Wakil Gubernur Maluku lolos,"Komisi Pemilihan Umum (KPU) Maluku di Ambon, Senin menetapkan tiga pasangan calon (paslon) Gubernur - Wakil Gubernur ...",12 Februari 2018,https://www.antaranews.com/berita/685310/tiga-paslon-gubernur-wakil-gubernur-maluku-lolos
Yusril Mahendra bertekad bangkitkan PBB,"Ketua Umum DPP Partai Bulan Bintang (PBB), Yusril Mahendra, bertekad ingin membangkitkan partainya menjadi partai yang ...",12 Februari 2018,https://www.antaranews.com/berita/685094/yusril-mahendra-bertekad-bangkitkan-pbb
16 parpol siap berebut Jawa Barat pada Pemilu 2019,"Enam belas partai politik di Jawa Barat dinyatakan memenuhi syarat menjadi kontestan Pemilu 2019, kata Komisioner KPU ...",11 Februari 2018,https://www.antaranews.com/berita/684922/16-parpol-siap-berebut-jawa-barat-pada-pemilu-2019
Dukungan politik Partai Solidaritas Indonesia mengarah ke Ganjar-Yasin,Dukungan politik Partai Solidaritas Indonesia pada Pilgub Jateng 2018 mengarah ke pasangan Bakal Calon Gubernur dan ...,8 Februari 2018,https://www.antaranews.com/berita/684247/dukungan-politik-partai-solidaritas-indonesia-mengarah-ke-ganjar-yasin
Bulan Bintang tak lolos verifikasi di Mukomuko,"Komisi Pemilihan Umum Kabupaten Mukomuko, Provinsi Bengkulu, menetapkan Partai Bulan Bintang (PBB) yang telah ...",7 Februari 2018,https://www.antaranews.com/berita/683967/bulan-bintang-tak-lolos-verifikasi-di-mukomuko
Hanura OSO bantah berhentikan Aceng Fikri,DPD Partai Hanura Jawa Barat di bawah kepemimpinan Ketua Umum Oesman Sapta Odang membantah pemberhentian Aceng HM ...,7 Februari 2018,https://www.antaranews.com/berita/683868/hanura-oso-bantah-berhentikan-aceng-fikri
PPP dan Bulan Bintang belum lolos verifikasi di Kulon Progo,"Partai Persatuan Pembangunan dan Partai Bulan Bintang belum lolos verifikasi faktual di Kulon Progo, Daerah Istimewa ...",2 Februari 2018,https://www.antaranews.com/berita/682799/ppp-dan-bulan-bintang-belum-lolos-verifikasi-di-kulon-progo
KPU Gunung Kidul nyatakan 16 parpol lolos verifikasi,"Komisi Pemilihan Umum Kabupaten Gunung Kidul, Daerah Istimewa Yogyakarta, menyatakan 16 partai politik lolos ...",2 Februari 2018,https://www.antaranews.com/berita/682796/kpu-gunung-kidul-nyatakan-16-parpol-lolos-verifikasi
"Meski tak cetak gol, Messi dipuji setinggi langit oleh bosnya","Lionel Messi memang spektakuler untuk dilihat, kata Manajer Barcelona Ernesto Valverde yang memuji aransemen gol ...",2 Februari 2018,https://www.antaranews.com/berita/682649/meski-tak-cetak-gol-messi-dipuji-setinggi-langit-oleh-bosnya
Jokowi kunjungi keluarga Sys Ns untuk bertakziah,"Presiden Joko Widodo mengunjungi keluarga almarhum Sys NS di Kemang, Jakarta Selatan, hari ini, untuk memberikan ...",2 Februari 2018,https://www.antaranews.com/berita/682647/jokowi-kunjungi-keluarga-sys-ns-untuk-bertakziah
KIP-Panwaslu Lhokseumawe verifikasi parpol lama,"Komisi Independen Pemilihan bersama dengan Panitia Pengawas Pemilu Kota Lhokseumawe, Provinsi Aceh melakukan ...",2 Februari 2018,https://www.antaranews.com/berita/682551/kip-panwaslu-lhokseumawe-verifikasi-parpol-lama
PKS klaim siap jadi partai papan atas,Partai Keadilan Sejahtera (PKS) mengklaim siap menjadi partai papan atas dalam Pemilu 2019 setelah dinyatakan telah ...,1 Februari 2018,https://www.antaranews.com/berita/682481/pks-klaim-siap-jadi-partai-papan-atas
"Empat parpol di Papua Barat belum lolos faktual, termasuk Golkar",Empat partai politik di Provinsi Papua Barat masih terganjal masalah persyaratan dalam proses verifikasi faktual oleh ...,1 Februari 2018,https://www.antaranews.com/berita/682424/empat-parpol-di-papua-barat-belum-lolos-faktual-termasuk-golkar
KPU Magetan verifikasi parpol pascaputusan MK,"Komisi Pemilihan Umum (KPU) Kabupaten Magetan, Jawa Timur melakukan verifikasi partai politik (parpol) pascaputusan ...",31 Januari 2018,https://www.antaranews.com/berita/682159/kpu-magetan-verifikasi-parpol-pascaputusan-mk
KPU NTB : 12 parpol penuhi syarat verifikasi,Komisi Pemilihan Umum Nusa Tenggara Barat menetapkan sebanyak dua belas partai politik memenuhi syarat tahapan ...,31 Januari 2018,https://www.antaranews.com/berita/682136/kpu-ntb-12-parpol-penuhi-syarat-verifikasi
Lima parpol di Kaltim belum penuhi syarat,Komisi Pemilihan Umum ( KPU) Kalimantan Timur menyatakan ada lima partai politik yang belum memenuhi syarat sebagai ...,31 Januari 2018,https://www.antaranews.com/berita/682130/lima-parpol-di-kaltim-belum-penuhi-syarat
KPU Sulsel: 12 parpol penuhi syarat verifikasi,Komisi Pemilihan Umum (KPU) Sulawesi Selatan menyatakan hasil verifikasi faktual selama dua hari terhadap 12 Partai ...,31 Januari 2018,https://www.antaranews.com/berita/682129/kpu-sulsel-12-parpol-penuhi-syarat-verifikasi
KPU Jember sedang verifikasi faktual 14 parpol,"Komisi Pemilihan Umum (KPU) Kabupaten Jember, Jawa Timur tengah memverifikasi faktual 14 partai politik sejak Selasa ...",31 Januari 2018,https://www.antaranews.com/berita/682053/kpu-jember-sedang-verifikasi-faktual-14-parpol
12 parpol lama lolos verifikasi faktual,"Sebanyak 12 partai politik (Parpol) peserta Pemilihan Umum 2014 lolos tahap verifikasi faktual tingkat pusat.
    ...",30 Januari 2018,https://www.antaranews.com/berita/681855/12-parpol-lama-lolos-verifikasi-faktual
"Hari ini, verifikasi faktual parpol hingga lomba bahasa",Komisi Pemilihan Umum melanjutkan verifikasi faktual partai politik yang akan ikut kontestasi Pemilu 2019 hingga hari ...,30 Januari 2018,https://www.antaranews.com/berita/681708/hari-ini-verifikasi-faktual-parpol-hingga-lomba-bahasa
Ketua PDIP Surabaya protes tak masuk Sipol,Ketua DPC PDI Perjuangan Kota Surabaya Whisnu Sakti Buana memprotes namanya tidak masuk dalam Sistem Informasi Partai ...,30 Januari 2018,https://www.antaranews.com/berita/681662/ketua-pdip-surabaya-protes-tak-masuk-sipol
"Kemarin, verifikasi parpol hingga demo taksi online",Komisi Pemilihan Umum mulai verifikasi partai politik yang akan berpartisipasi dalam Pemilu 2019 mendatang.Sementara ...,30 Januari 2018,https://www.antaranews.com/berita/681558/kemarin-verifikasi-parpol-hingga-demo-taksi-online
KPU : PKS penuhi tiga syarat verifikasi faktual,Komisioner Komisi Pemilihan Umum (KPU) RI Hasyim Asy`ari mengatakan Partai Keadilan Sejahtera (PKS) memenuhi tiga ...,29 Januari 2018,https://www.antaranews.com/berita/681515/kpu-pks-penuhi-tiga-syarat-verifikasi-faktual
Perludem: Syarat keterwakilan perempuan bukan beban partai,Direktur Eksekutif Perkumpulan untuk Pemilu dan Demokrasi (Perludem) Titi Anggraini menyatakan syarat keterwakilan ...,29 Januari 2018,https://www.antaranews.com/berita/681511/perludem-syarat-keterwakilan-perempuan-bukan-beban-partai
KPU: PDI Perjuangan lulus verifikasi faktual tingkat pusat,Komisi Pemilihan Umum (KPU) menyatakan Partai Demokrasi Indonesia (PDI) Perjuangan lulus verifikasi faktual tingkat ...,29 Januari 2018,https://www.antaranews.com/berita/681469/kpu-pdi-perjuangan-lulus-verifikasi-faktual-tingkat-pusat
Prabowo: verifikasi faktual semacam kontrol parpol,Ketua Umum DPP Partai Gerindra Prabowo Subianto menyebut mekanisme verifikasi yang dilakukan Komisi Pemilihan Umum ...,29 Januari 2018,https://www.antaranews.com/berita/681437/prabowo-verifikasi-faktual-semacam-kontrol-parpol
PBB lengkapi berkas verifikasi faktual,DPP Partai Bulan Bintang (PBB) melengkapi berkas dengan menyerahkan identitas pengurus perempuan atas nama Nurdiana ...,29 Januari 2018,https://www.antaranews.com/berita/681432/pbb-lengkapi-berkas-verifikasi-faktual
KPU Jabar verifikasi Partai Nasdem,Komisi Pemilihan Umum (KPU) Provinsi Jawa Barat melakukan verifikasi faktual partai politik peserta pemilu 2019 yakni ...,29 Januari 2018,https://www.antaranews.com/berita/681385/kpu-jabar-verifikasi-partai-nasdem
KPU sambangi kantor DPP Partai Demokrat,Komisi Pemilihan Umum melakukan verifikasi faktual terhadap Partai Demokrat dengan menyambangi kantor DPP Partai ...,28 Januari 2018,https://www.antaranews.com/berita/681148/kpu-sambangi-kantor-dpp-partai-demokrat
Nasdem lolos verifikasi KPU,Komisi Pemilihan Umum menyatakan Partai NasDem lolos verifikasi faktual atau memenuhi syarat setelah KPU merampungkan ...,28 Januari 2018,https://www.antaranews.com/berita/681102/nasdem-lolos-verifikasi-kpu
Romahurmuziy: PPP siap hadapi verifikasi faktual,Ketua Umum Partai Persatuan Pembangunan M Romahurmuziy mengatakan pihaknya siap menghadapi verifikasi faktual 12 ...,27 Januari 2018,https://www.antaranews.com/berita/680989/romahurmuziy-ppp-siap-hadapi-verifikasi-faktual
PSI apresiasi KPU jalankan verifikasi faktual,DPP Partai Solidaritas Indoensia (PSI) mendukung langkah Komisi Pemilihan Umum (KPU) menjalankan verifikasi faktual ...,19 Januari 2018,https://www.antaranews.com/berita/679064/psi-apresiasi-kpu-jalankan-verifikasi-faktual
JPPR: pelaksanaan verifikasi faktual pertaruhan independensi KPU,Koordinator Nasional Jaringan Pendidikan Pemilih untuk Rakyat (JPPR) Sunanto mengatakan pelaksanaan verifikasi faktual ...,18 Januari 2018,https://www.antaranews.com/berita/678779/jppr-pelaksanaan-verifikasi-faktual-pertaruhan-independensi-kpu
Wiranto: Permasalahan Hanura adalah soal kepemimpinan,"Ketua Dewan Pembina Partai Hanura Wiranto mengatakan permasalahan, yang kini melanda partai politik, yang ...",18 Januari 2018,https://www.antaranews.com/berita/678736/wiranto-permasalahan-hanura-adalah-soal-kepemimpinan
KPU revisi peraturan terkait verifikasi partai politik,Komisi Pemilihan Umum melakukan revisi Peraturan KPU Nomor 7 dan 11 Tahun 2017 terkait  jadwal Pemilu 2019 serta ...,17 Januari 2018,https://www.antaranews.com/berita/678481/kpu-revisi-peraturan-terkait-verifikasi-partai-politik
Wiranto tegaskan tidak ada munaslub partai Hanura,Pendiri partai Hanura Wiranto yang juga Menteri Koordinator bidang Politik Hukum dan Keamanan (Menkopolhukam) Wiranto ...,17 Januari 2018,https://www.antaranews.com/berita/678407/wiranto-tegaskan-tidak-ada-munaslub-partai-hanura
Verifikasi faktual parpol bisa gunakan Sipol,Menteri Dalam Negeri Tjahjo Kumolo mengatakan verifikasi faktual partai politik bisa menggunakan sistem informasi ...,17 Januari 2018,https://www.antaranews.com/berita/678346/verifikasi-faktual-parpol-bisa-gunakan-sipol
"DPR, mendagri, dan KPU sepakat laksanakan putusan MK","Komisi II DPR RI, pemerintah, dan Komisi Pemilihan Umum sepakat untuk melaksanakan putusan Mahkamah Konstitusi (MK) ...",16 Januari 2018,https://www.antaranews.com/berita/678165/dpr-mendagri-dan-kpu-sepakat-laksanakan-putusan-mk
RDP mendagri dan DPR bahas soal verifikasi parpol,"Pemerintah mendengarkan pandangan dan masukan dari Komisi II DPR RI, KPU, Bawaslu, dan DKPP (Dewan Kehormatan ...",16 Januari 2018,https://www.antaranews.com/berita/678113/rdp-mendagri-dan-dpr-bahas-soal-verifikasi-parpol
Wapres sebut perppu bukan solusi untuk KPU pascaputusan MK,Wakil Presiden Jusuf Kalla mengatakan peraturan pemerintah pengganti undang-undang (perppu) bukan menjadi solusi utama ...,16 Januari 2018,https://www.antaranews.com/berita/678107/wapres-sebut-perppu-bukan-solusi-untuk-kpu-pascaputusan-mk
SMRC: putusan mk verifikasi partai berdampak positif,Analis SMRC Djayadi Hanan menyebutkan putusan Mahkamah Konstitusi (MK) terkait dengan verifikasi faktual partai ...,15 Januari 2018,https://www.antaranews.com/berita/677926/smrc-putusan-mk-verifikasi-partai-berdampak-positif
Anggota DPR usulkan Perppu Verifikasi Faktual Parpol,Anggota Komisi II DPR RI Ace Hasan Syadzily mengusulkan Presiden menerbitkan peraturan pemerintah pengganti ...,15 Januari 2018,https://www.antaranews.com/berita/677829/anggota-dpr-usulkan-perppu-verifikasi-faktual-parpol
Putusan MK soal verifikasi faktual parpol hilangkan ketidakadilan,Pengamat politik The Indonesian Institute Arfianto Purbalaksono mengatakan putusan Mahkamah Konstitusi yang mewajibkan ...,11 Januari 2018,https://www.antaranews.com/berita/677007/putusan-mk-soal-verifikasi-faktual-parpol-hilangkan-ketidakadilan
Rahmat-Tri diusung delapan parpol dalam Pilkada Bekasi,Calon Wali Kota Bekasi Rahmat Effendi menyertakan delapan surat rekomendasi dukungan dari delapan partai politik ...,11 Januari 2018,https://www.antaranews.com/berita/676821/rahmat-tri-diusung-delapan-parpol-dalam-pilkada-bekasi
Cecep ditolak KPU karena berkas tak lengkap,Komisi Pemilihan Umum (KPU) Kabupaten Lebak menolak pendaftaran Cecep Sumarno dan Didin Saprudin sebagai calon ...,10 Januari 2018,https://www.antaranews.com/berita/676610/cecep-ditolak-kpu-karena-berkas-tak-lengkap
70 perusahaan di Banten minta penangguhan UMK,Sebanyak 70 perusahaan di Banten mengajukan penangguhan Upah Minimum Kabupaten/Kota (UMK) 2018 dengan alasan ...,27 Desember 2017,https://www.antaranews.com/berita/673716/70-perusahaan-di-banten-minta-penangguhan-umk
KPU Bantul harapkan kepengurusan parpol 30 persen perempuan,"Komisi Pemilihan Umum Kabupaten Bantul, Daerah Istimewa Yogyakarta mengharapkan keterwakilan perempuan minimal 30 ...",26 Desember 2017,https://www.antaranews.com/berita/673497/kpu-bantul-harapkan-kepengurusan-parpol-30-persen-perempuan
KPU: dua parpol tambahan lolos verifikasi administrasi,Komisi Pemilihan Umum (KPU) RI mengumumkan hasil penelitian perbaikan verifikasi administrasi partai politik gelombang ...,24 Desember 2017,https://www.antaranews.com/berita/673237/kpu-dua-parpol-tambahan-lolos-verifikasi-administrasi
"Di Padang, berkas pendaftaran 10 parpol lengkap, Perindo belum","Komisi Pemilihan Umum (KPU) Kota Padang, Sumatera Barat menyatakan 10 berkas partai politik sudah lengkap dan memenuhi ...",20 Desember 2017,https://www.antaranews.com/berita/672299/di-padang-berkas-pendaftaran-10-parpol-lengkap-perindo-belum
"Kemarin, AM Fatwa tutup usia hingga Kang Emil komentari Aa Gym","Politikus Andi Mappetahang Fatwa meninggal dunia di usia 78, Presiden ramah tamah dengan Panglima TNI, JK sindir Setya ...",15 Desember 2017,https://www.antaranews.com/berita/671243/kemarin-am-fatwa-tutup-usia-hingga-kang-emil-komentari-aa-gym
KPU nyatakan 12 parpol lolos verifikasi administrasi,Komisi Pemilihan Umum (KPU) telah menyelesaikan penelitian hasil perbaikan verifikasi administrasi untuk 14 partai ...,15 Desember 2017,https://www.antaranews.com/berita/671234/kpu-nyatakan-12-parpol-lolos-verifikasi-administrasi
Baru satu calon perseorangan daftar Pilwako Pontianak,"Ketua Komisi Pemilihan Umum (KPU) Kota Pontianak, Sujadi mengatakan, hingga saat ini baru satu bakal calon Wali Kota ...",26 November 2017,https://www.antaranews.com/berita/667310/baru-satu-calon-perseorangan-daftar-pilwako-pontianak
Yasim Limpo setorkan sejuta dukungan KTP untuk Pilkada Sulsel,Pasangan Bakal Calon Gubernur dan Wakil Gubernur Sulawesi Selatan Ichsan Yasin Limpo-Andi Mudzakkar (IYL-Cakka) resmi ...,25 November 2017,https://www.antaranews.com/berita/667107/yasim-limpo-setorkan-sejuta-dukungan-ktp-untuk-pilkada-sulsel
KPU: belum ada calon perseorangan daftar pilkada,Komisi Pemilihan Umum Jawa Timur mencatat belum ada pasangan bakal calon perseorangan Gubernur dan Wakil Gubernur ...,22 November 2017,https://www.antaranews.com/berita/666566/kpu-belum-ada-calon-perseorangan-daftar-pilkada
Sembilan DPC PAN Oku tak mau dilantik,"Sembilan DPC Partai Amanat Nasional Kabupaten Ogan Komering Ulu, Sumatera Selatan menolak dilantik oleh Ketua DPD ...",19 November 2017,https://www.antaranews.com/berita/665786/sembilan-dpc-pan-oku-tak-mau-dilantik
KPU Palangka Raya temukan keganjilan: satu orang urus dua partai berbeda,Komisi Pemilihan Umum (KPU) Kota Palangka Raya menemukan kepengurusan ganda pada partai politik yang mendaftar sebagai ...,18 November 2017,https://www.antaranews.com/berita/665645/kpu-palangka-raya-temukan-keganjilan-satu-orang-urus-dua-partai-berbeda
KPU Yogyakarta tidak proses berkas tiga parpol,Komisi Pemilihan Umum Kota Yogyakarta tidak akan menindaklanjuti berkas pendaftaran  tiga partai politik ke tahap ...,20 Oktober 2017,https://www.antaranews.com/berita/659894/kpu-yogyakarta-tidak-proses-berkas-tiga-parpol
Isyana: PSI siaga satu jalani verifikasi KPU,Ketua Dewan Pimpinan Pusat Partai Solidaritas Indonesia (DPP PSI) Isyana Bagoes Oka mengatakan partainya dalam posisi ...,19 Oktober 2017,https://www.antaranews.com/berita/659597/isyana-psi-siaga-satu-jalani-verifikasi-kpu
KPU akan buka akses Sipol ke publik,"Komisi Pemilihan Umum (KPU) akan membuka akses Sistem Informasi Parpol (Sipol) ke publik, agar masyarakat tahu kenapa ...",18 Oktober 2017,https://www.antaranews.com/berita/659463/kpu-akan-buka-akses-sipol-ke-publik
KPU teliti administratif parpol dalam 30 hari,Komisi Pemilihan Umum (KPU) menyatakan akan melakukan penelitian administratif untuk partai politik (politik) calon ...,18 Oktober 2017,https://www.antaranews.com/berita/659324/kpu-teliti-administratif-parpol-dalam-30-hari
PKS se-Jabar serahkan berkas ke KPUD besok,Seluruh DPD Partai Keadilan Sejahtera (PKS) di kota dan kabupaten se-Provinsi Jawa Barat akan menyerahkan berkas ...,14 Oktober 2017,https://www.antaranews.com/berita/658562/pks-se-jabar-serahkan-berkas-ke-kpud-besok
Hari ke-11 baru empat parpol yang daftar ke KPU Manado,"Hingga hari ke-11 pendaftaran perserta Pemilu 2019, baru empat partai politik (parpol) yang mendafar dan membawa ...",13 Oktober 2017,https://www.antaranews.com/berita/658390/hari-ke-11-baru-empat-parpol-yang-daftar-ke-kpu-manado
Hanura partai keempat daftar ke KPU,Jakarta (ANTARA News)  - Partai Hati Nurani Rakyat (Hanura) menjadi partai keempat yang melakukan pendaftaran ke ...,12 Oktober 2017,https://www.antaranews.com/berita/658119/hanura-partai-keempat-daftar-ke-kpu
Demokrat Jateng lakukan verifikasi faktual kepengurusan,Dewan Pimpinan Daerah Partai Demokrat Provinsi Jawa Tengah melakukan verifikasi faktual susunan kepengurusan hingga ke ...,4 Oktober 2017,https://www.antaranews.com/berita/656510/demokrat-jateng-lakukan-verifikasi-faktual-kepengurusan
Lukman Edy: Verifikasi parpol bebani biaya pemilu,"Wakil Ketua Komisi II DPR RI Lukman Edy menyatakan bahwa proses verifikasi semua partai politik, baik partai baru ...",27 September 2017,https://www.antaranews.com/berita/655005/lukman-edy-verifikasi-parpol-bebani-biaya-pemilu
KPU tetapkan syarat calon perseorangan Pilkada Sumsel,Komisi Pemilihan Umum Sumatera Selatan menetapkan syarat dukungan untuk bakal calon perseorangan pemilihan gubernur ...,10 September 2017,https://www.antaranews.com/berita/651788/kpu-tetapkan-syarat-calon-perseorangan-pilkada-sumsel
DPW PSI Jakarta sambut verifikasi KPU,Dewan Pimpinan Wilayah (DPW) Partai Solidaritas Indonesia (PSI) Jakarta mengelar Kopi Darat Wilayah (Kopdarwil) ...,27 Agustus 2017,https://www.antaranews.com/berita/649189/dpw-psi-jakarta-sambut-verifikasi-kpu
KPU Bekasi batasi jumlah independen pilkada lima pasangan,"Komisi Pemilihan Umum Kota Bekasi, Jawa Barat, membatasi jumlah bakal calon yang akan maju melalui jalur independen ...",27 Agustus 2017,https://www.antaranews.com/berita/649181/kpu-bekasi-batasi-jumlah-independen-pilkada-lima-pasangan
KPU: syarat independen Bekasi kantongi 113.000 dukungan,"Komisi Pemilihan Umum Kota Bekasi, Jawa Barat, mengharuskan bakal calon independen yang ingin berlaga di Pemilihan ...",27 Agustus 2017,https://www.antaranews.com/berita/649180/kpu-syarat-independen-bekasi-kantongi-113000-dukungan
Partai Berkarya optimistis lolos verifikasi,Fungsionaris Partai Berkarya optimistis partai politiknya lolos dalam verifikasi dan bisa menjadi peserta pemilihan ...,27 Juli 2017,https://www.antaranews.com/berita/643090/partai-berkarya-optimistis-lolos-verifikasi
